Time,Id
0.224,1.96022E-06
0.225,2.29265E-06
0.226,2.15414E-06
0.227,2.23725E-06
0.228,2.23725E-06
0.229,2.43116E-06
0.23,2.26495E-06
0.231,2.43116E-06
0.232,2.29265E-06
0.233,2.40346E-06
0.234,2.32036E-06
0.235,2.43116E-06
0.236,2.09874E-06
0.237,2.15414E-06
0.238,2.23725E-06
0.239,2.37576E-06
0.24,2.15414E-06
0.241,2.18184E-06
0.242,2.32036E-06
0.243,2.54197E-06
0.244,2.32036E-06
0.245,2.51427E-06
0.246,2.48657E-06
0.247,2.34806E-06
0.248,2.45887E-06
0.249,2.51427E-06
0.25,2.32036E-06
0.251,2.48657E-06
0.252,2.20955E-06
0.253,2.26495E-06
0.254,2.45887E-06
0.255,2.26495E-06
0.256,2.40346E-06
0.257,2.40346E-06
0.258,2.23725E-06
0.259,2.37576E-06
0.26,2.43116E-06
0.261,2.51427E-06
0.262,2.45887E-06
0.263,2.48657E-06
0.264,2.54197E-06
0.265,2.45887E-06
0.266,2.43116E-06
0.267,2.56968E-06
0.268,2.34806E-06
0.269,2.34806E-06
0.27,2.37576E-06
0.271,2.40346E-06
0.272,2.34806E-06
0.273,2.45887E-06
0.274,2.45887E-06
0.275,2.34806E-06
0.276,2.51427E-06
0.277,2.65278E-06
0.278,2.59738E-06
0.279,2.54197E-06
0.28,2.54197E-06
0.281,2.59738E-06
0.282,2.48657E-06
0.283,2.48657E-06
0.284,2.43116E-06
0.285,2.29265E-06
0.286,2.37576E-06
0.287,2.34806E-06
0.288,2.37576E-06
0.289,2.51427E-06
0.29,2.59738E-06
0.291,2.45887E-06
0.292,2.56968E-06
0.293,2.54197E-06
0.294,2.62508E-06
0.295,2.54197E-06
0.296,2.54197E-06
0.297,2.54197E-06
0.298,2.45887E-06
0.299,2.59738E-06
0.3,2.62508E-06
0.301,-0.000167496
0.302,-0.001099017
0.303,-0.001933581
0.304,-0.002603979
0.305,-0.003118552
0.306,-0.003521539
0.307,-0.003860811
0.308,-0.004162158
0.309,-0.004436855
0.31,-0.004687119
0.311,-0.004911924
0.312,-0.00511019
0.313,-0.005282001
0.314,-0.00542874
0.315,-0.005552847
0.316,-0.005657368
0.317,-0.005745074
0.318,-0.00581904
0.319,-0.005880622
0.32,-0.005932925
0.321,-0.00597675
0.322,-0.006014148
0.323,-0.006045923
0.324,-0.006072905
0.325,-0.006096618
0.326,-0.006116509
0.327,-0.006133906
0.328,-0.006149003
0.329,-0.006162439
0.33,-0.006173936
0.331,-0.006184352
0.332,-0.006193244
0.333,-0.006201444
0.334,-0.006208674
0.335,-0.006215212
0.336,-0.006220531
0.337,-0.006225767
0.338,-0.006230199
0.339,-0.006234465
0.34,-0.006237817
0.341,-0.006241391
0.342,-0.006244189
0.343,-0.006247236
0.344,-0.006249259
0.345,-0.006252112
0.346,-0.006253913
0.347,-0.006256018
0.348,-0.006257957
0.349,-0.006259481
0.35,-0.006261309
0.351,-0.006262583
0.352,-0.006264079
0.353,-0.006265326
0.354,-0.006266489
0.355,-0.006267653
0.356,-0.006268373
0.357,-0.006269509
0.358,-0.006270118
0.359,-0.006271143
0.36,-0.006271753
0.361,-0.006272584
0.362,-0.006273138
0.363,-0.006273969
0.364,-0.006274717
0.365,-0.006275105
0.366,-0.006276102
0.367,-0.006276601
0.368,-0.006277072
0.369,-0.006277515
0.37,-0.00627818
0.371,-0.006278291
0.372,-0.006279066
0.373,-0.00627926
0.374,-0.006279593
0.375,-0.006279981
0.376,-0.006280202
0.377,-0.006280895
0.378,-0.006281089
0.379,-0.00628131
0.38,-0.006281476
0.381,-0.006282114
0.382,-0.006282501
0.383,-0.006282834
0.384,-0.006283111
0.385,-0.006283582
0.386,-0.006283471
0.387,-0.006283831
0.388,-0.006284302
0.389,-0.006284247
0.39,-0.006284468
0.391,-0.006284773
0.392,-0.006285189
0.393,-0.006285355
0.394,-0.006285715
0.395,-0.006285826
0.396,-0.006285881
0.397,-0.006286297
0.398,-0.006286463
0.399,-0.006286712
0.4,-0.006287128
0.401,-0.006182302
0.402,-0.005535118
0.403,-0.004683628
0.404,-0.003517965
0.405,-0.002209829
0.406,-0.001142233
0.407,-0.000508762
0.408,-0.000208578
0.409,-8.21166E-05
0.41,-3.1255E-05
0.411,-1.09214E-05
0.412,-2.8877E-06
0.413,1.59566E-07
0.414,1.29537E-06
0.415,1.6555E-06
0.416,1.6832E-06
0.417,1.7386E-06
0.418,1.82171E-06
0.419,1.93252E-06
0.42,1.84941E-06
0.421,2.04333E-06
0.422,2.04333E-06
0.423,2.01563E-06
0.424,2.20955E-06
0.425,2.20955E-06
0.426,2.18184E-06
0.427,2.23725E-06
0.428,2.18184E-06
0.429,2.23725E-06
0.43,2.04333E-06
0.431,2.18184E-06
0.432,2.15414E-06
0.433,2.18184E-06
0.434,2.15414E-06
0.435,2.20955E-06
0.436,2.23725E-06
0.437,2.23725E-06
0.438,2.18184E-06
0.439,2.43116E-06
0.44,2.29265E-06
0.441,2.51427E-06
0.442,2.32036E-06
0.443,2.37576E-06
0.444,2.34806E-06
0.445,2.34806E-06
0.446,2.48657E-06
0.447,2.23725E-06
0.448,2.34806E-06
0.449,2.32036E-06
0.45,2.32036E-06
0.451,2.29265E-06
0.452,2.34806E-06
0.453,2.51427E-06
0.454,2.37576E-06
0.455,2.48657E-06
0.456,2.45887E-06
0.457,2.54197E-06
0.458,2.45887E-06
0.459,2.48657E-06
0.46,2.54197E-06
0.461,2.48657E-06
0.462,2.48657E-06
0.463,2.51427E-06
0.464,2.37576E-06
0.465,2.40346E-06
0.466,2.29265E-06
0.467,2.45887E-06
0.468,2.29265E-06
0.469,2.51427E-06
0.47,2.40346E-06
0.471,2.51427E-06
0.472,2.70819E-06
0.473,2.51427E-06
0.474,2.56968E-06
0.475,2.51427E-06
0.476,2.48657E-06
0.477,2.56968E-06
0.478,2.45887E-06
0.479,2.48657E-06
0.48,2.37576E-06
0.481,2.34806E-06
0.482,2.37576E-06
0.483,2.54197E-06
0.484,2.40346E-06
0.485,2.54197E-06
0.486,2.45887E-06
0.487,2.54197E-06
0.488,2.45887E-06
0.489,2.62508E-06
0.49,2.56968E-06
0.491,2.62508E-06
0.492,2.59738E-06
0.493,2.56968E-06
0.494,2.62508E-06
0.495,2.51427E-06
0.496,2.45887E-06
0.497,2.48657E-06
0.498,2.48657E-06
0.499,2.40346E-06
0.5,2.48657E-06
0.501,-0.000167496
0.502,-0.001107356
0.503,-0.001951199
0.504,-0.002630103
0.505,-0.003153429
0.506,-0.003569381
0.507,-0.003924554
0.508,-0.004243409
0.509,-0.004533204
0.51,-0.004794244
0.511,-0.005024396
0.512,-0.005223078
0.513,-0.005390871
0.514,-0.005531212
0.515,-0.005647562
0.516,-0.00574344
0.517,-0.005822863
0.518,-0.005888628
0.519,-0.00594323
0.52,-0.005988911
0.521,-0.006027168
0.522,-0.006059192
0.523,-0.006086534
0.524,-0.006109666
0.525,-0.006129584
0.526,-0.006146621
0.527,-0.006161553
0.528,-0.006173991
0.529,-0.006185127
0.53,-0.006194906
0.531,-0.006203633
0.532,-0.006211029
0.533,-0.006217567
0.534,-0.006223495
0.535,-0.00622862
0.536,-0.006233302
0.537,-0.006237208
0.538,-0.006240948
0.539,-0.006244217
0.54,-0.006247209
0.541,-0.006250505
0.542,-0.006252555
0.543,-0.006255159
0.544,-0.006257126
0.545,-0.006259093
0.546,-0.006260949
0.547,-0.006262528
0.548,-0.006264246
0.549,-0.006265381
0.55,-0.006266628
0.551,-0.006267958
0.552,-0.006268983
0.553,-0.006269869
0.554,-0.006271088
0.555,-0.006271448
0.556,-0.006272501
0.557,-0.006273221
0.558,-0.006274191
0.559,-0.006274856
0.56,-0.006275354
0.561,-0.006276213
0.562,-0.006276767
0.563,-0.006277543
0.564,-0.006278208
0.565,-0.006278291
0.566,-0.006279011
0.567,-0.00627951
0.568,-0.006280036
0.569,-0.006280285
0.57,-0.006280562
0.571,-0.006281172
0.572,-0.006281476
0.573,-0.006281892
0.574,-0.006282446
0.575,-0.006282695
0.576,-0.006283028
0.577,-0.006283249
0.578,-0.006283803
0.579,-0.006283942
0.58,-0.006284191
0.581,-0.006284551
0.582,-0.006284912
0.583,-0.006284939
0.584,-0.006285383
0.585,-0.006285576
0.586,-0.006285743
0.587,-0.00628602
0.588,-0.006286186
0.589,-0.006286324
0.59,-0.006286352
0.591,-0.006286906
0.592,-0.006287183
0.593,-0.006287682
0.594,-0.00628771
0.595,-0.006288014
0.596,-0.006288125
0.597,-0.006288319
0.598,-0.006288541
0.599,-0.006288651
0.6,-0.006288679
0.601,-0.006183659
0.602,-0.005525034
0.603,-0.004633044
0.604,-0.003393859
0.605,-0.002033531
0.606,-0.000986906
0.607,-0.000412579
0.608,-0.000160265
0.609,-5.97885E-05
0.61,-2.11436E-05
0.611,-6.57212E-06
0.612,-1.14245E-06
0.613,8.79829E-07
0.614,1.48928E-06
0.615,1.57239E-06
0.616,1.6832E-06
0.617,1.90482E-06
0.618,1.90482E-06
0.619,2.01563E-06
0.62,2.09874E-06
0.621,2.09874E-06
0.622,2.12644E-06
0.623,2.07103E-06
0.624,2.20955E-06
0.625,2.07103E-06
0.626,2.07103E-06
0.627,1.93252E-06
0.628,2.09874E-06
0.629,2.18184E-06
0.63,1.98793E-06
0.631,2.20955E-06
0.632,2.12644E-06
0.633,2.23725E-06
0.634,2.34806E-06
0.635,2.23725E-06
0.636,2.37576E-06
0.637,2.51427E-06
0.638,2.29265E-06
0.639,2.45887E-06
0.64,2.34806E-06
0.641,2.37576E-06
0.642,2.15414E-06
0.643,2.20955E-06
0.644,2.29265E-06
0.645,2.26495E-06
0.646,2.29265E-06
0.647,2.37576E-06
0.648,2.34806E-06
0.649,2.34806E-06
0.65,2.51427E-06
0.651,2.48657E-06
0.652,2.43116E-06
0.653,2.45887E-06
0.654,2.51427E-06
0.655,2.62508E-06
0.656,2.48657E-06
0.657,2.37576E-06
0.658,2.45887E-06
0.659,2.48657E-06
0.66,2.29265E-06
0.661,2.32036E-06
0.662,2.37576E-06
0.663,2.43116E-06
0.664,2.40346E-06
0.665,2.45887E-06
0.666,2.37576E-06
0.667,2.54197E-06
0.668,2.59738E-06
0.669,2.56968E-06
0.67,2.54197E-06
0.671,2.51427E-06
0.672,2.48657E-06
0.673,2.51427E-06
0.674,2.51427E-06
0.675,2.32036E-06
0.676,2.29265E-06
0.677,2.54197E-06
0.678,2.45887E-06
0.679,2.45887E-06
0.68,2.45887E-06
0.681,2.40346E-06
0.682,2.48657E-06
0.683,2.56968E-06
0.684,2.68049E-06
0.685,2.59738E-06
0.686,2.59738E-06
0.687,2.70819E-06
0.688,2.68049E-06
0.689,2.51427E-06
0.69,2.40346E-06
0.691,2.48657E-06
0.692,2.37576E-06
0.693,2.56968E-06
0.694,2.54197E-06
0.695,2.43116E-06
0.696,2.48657E-06
0.697,2.43116E-06
0.698,2.59738E-06
0.699,2.51427E-06
0.7,2.70819E-06
0.701,-0.000166914
0.702,-0.001110098
0.703,-0.001959067
0.704,-0.002642763
0.705,-0.003172599
0.706,-0.003596807
0.707,-0.003962174
0.708,-0.004290503
0.709,-0.004588914
0.71,-0.004855162
0.711,-0.005086837
0.712,-0.005284272
0.713,-0.005448769
0.714,-0.005584622
0.715,-0.005695792
0.716,-0.005786822
0.717,-0.005861702
0.718,-0.005923201
0.719,-0.005973896
0.72,-0.006016143
0.721,-0.006051436
0.722,-0.006080855
0.723,-0.006105732
0.724,-0.006126814
0.725,-0.006145042
0.726,-0.006160389
0.727,-0.006173576
0.728,-0.006185266
0.729,-0.006195183
0.73,-0.006203799
0.731,-0.006211611
0.732,-0.00621801
0.733,-0.006224105
0.734,-0.006229368
0.735,-0.006234244
0.736,-0.006237901
0.737,-0.00624164
0.738,-0.006244909
0.739,-0.006248289
0.74,-0.006250754
0.741,-0.006253719
0.742,-0.006255713
0.743,-0.006257929
0.744,-0.006259675
0.745,-0.006261281
0.746,-0.006263304
0.747,-0.006264079
0.748,-0.006265714
0.749,-0.006266656
0.75,-0.006268179
0.751,-0.00626901
0.752,-0.006270395
0.753,-0.006271171
0.754,-0.006271947
0.755,-0.006273027
0.756,-0.006273581
0.757,-0.006274634
0.758,-0.006275188
0.759,-0.006275936
0.76,-0.006276407
0.761,-0.00627685
0.762,-0.006277654
0.763,-0.006277986
0.764,-0.006278485
0.765,-0.006278928
0.766,-0.006279316
0.767,-0.006279676
0.768,-0.006280285
0.769,-0.006280618
0.77,-0.006281089
0.771,-0.00628131
0.772,-0.006281975
0.773,-0.006282308
0.774,-0.006282972
0.775,-0.006283056
0.776,-0.006283083
0.777,-0.006283554
0.778,-0.006283859
0.779,-0.006284025
0.78,-0.006284164
0.781,-0.006284524
0.782,-0.00628469
0.783,-0.006284995
0.784,-0.006285327
0.785,-0.006285466
0.786,-0.006285743
0.787,-0.006285992
0.788,-0.006286407
0.789,-0.006286463
0.79,-0.006286823
0.791,-0.006287155
0.792,-0.006287405
0.793,-0.006287377
0.794,-0.006287959
0.795,-0.00628782
0.796,-0.006288042
0.797,-0.006288153
0.798,-0.006288042
0.799,-0.006288208
0.8,-0.006288513
0.801,-0.006182717
0.802,-0.005515726
0.803,-0.004595008
0.804,-0.003304601
0.805,-0.001911613
0.806,-0.000888146
0.807,-0.000356038
0.808,-0.000132951
0.809,-4.75994E-05
0.81,-1.60187E-05
0.811,-4.32823E-06
0.812,-1.17458E-07
0.813,1.12915E-06
0.814,1.62779E-06
0.815,1.93252E-06
0.816,1.82171E-06
0.817,1.82171E-06
0.818,1.93252E-06
0.819,1.93252E-06
0.82,1.87712E-06
0.821,1.96022E-06
0.822,1.98793E-06
0.823,1.96022E-06
0.824,2.01563E-06
0.825,2.15414E-06
0.826,1.96022E-06
0.827,2.18184E-06
0.828,2.15414E-06
0.829,2.18184E-06
0.83,2.23725E-06
0.831,2.32036E-06
0.832,2.23725E-06
0.833,2.32036E-06
0.834,2.29265E-06
0.835,2.40346E-06
0.836,2.29265E-06
0.837,2.40346E-06
0.838,2.07103E-06
0.839,2.18184E-06
0.84,2.12644E-06
0.841,2.23725E-06
0.842,2.15414E-06
0.843,2.34806E-06
0.844,2.23725E-06
0.845,2.43116E-06
0.846,2.45887E-06
0.847,2.51427E-06
0.848,2.59738E-06
0.849,2.40346E-06
0.85,2.45887E-06
0.851,2.43116E-06
0.852,2.43116E-06
0.853,2.37576E-06
0.854,2.40346E-06
0.855,2.29265E-06
0.856,2.32036E-06
0.857,2.29265E-06
0.858,2.34806E-06
0.859,2.40346E-06
0.86,2.48657E-06
0.861,2.45887E-06
0.862,2.54197E-06
0.863,2.54197E-06
0.864,2.45887E-06
0.865,2.54197E-06
0.866,2.43116E-06
0.867,2.51427E-06
0.868,2.59738E-06
0.869,2.51427E-06
0.87,2.37576E-06
0.871,2.32036E-06
0.872,2.23725E-06
0.873,2.32036E-06
0.874,2.43116E-06
0.875,2.37576E-06
0.876,2.43116E-06
0.877,2.54197E-06
0.878,2.56968E-06
0.879,2.62508E-06
0.88,2.54197E-06
0.881,2.62508E-06
0.882,2.65278E-06
0.883,2.51427E-06
0.884,2.54197E-06
0.885,2.51427E-06
0.886,2.51427E-06
0.887,2.51427E-06
0.888,2.43116E-06
0.889,2.40346E-06
0.89,2.48657E-06
0.891,2.51427E-06
0.892,2.48657E-06
0.893,2.48657E-06
0.894,2.56968E-06
0.895,2.62508E-06
0.896,2.62508E-06
0.897,2.62508E-06
0.898,2.62508E-06
0.899,2.45887E-06
0.9,2.51427E-06
0.901,-0.000166581
0.902,-0.001112896
0.903,-0.001965355
0.904,-0.002653013
0.905,-0.003187143
0.906,-0.003616891
0.907,-0.003988297
0.908,-0.004323774
0.909,-0.004627198
0.91,-0.004896355
0.911,-0.005128778
0.912,-0.005324856
0.913,-0.005486306
0.914,-0.005619111
0.915,-0.005726846
0.916,-0.00581458
0.917,-0.005886163
0.918,-0.005944781
0.919,-0.005993039
0.92,-0.006032847
0.921,-0.006065896
0.922,-0.006093709
0.923,-0.006117035
0.924,-0.006136648
0.925,-0.006153491
0.926,-0.006167952
0.927,-0.006180113
0.928,-0.006190806
0.929,-0.006200004
0.93,-0.006208093
0.931,-0.006215351
0.932,-0.006221612
0.933,-0.006227124
0.934,-0.006232222
0.935,-0.006236488
0.936,-0.006240532
0.937,-0.006243773
0.938,-0.006246904
0.939,-0.006249702
0.94,-0.006252223
0.941,-0.006254411
0.942,-0.006256433
0.943,-0.006258539
0.944,-0.006260201
0.945,-0.006261448
0.946,-0.006262944
0.947,-0.006264412
0.948,-0.006265908
0.949,-0.006266933
0.95,-0.006267819
0.951,-0.006269177
0.952,-0.006270063
0.953,-0.006271171
0.954,-0.006271919
0.955,-0.006272916
0.956,-0.006273166
0.957,-0.006274385
0.958,-0.006274385
0.959,-0.006275354
0.96,-0.006275548
0.961,-0.00627649
0.962,-0.006276767
0.963,-0.006277127
0.964,-0.006277598
0.965,-0.006278401
0.966,-0.006278706
0.967,-0.006279094
0.968,-0.006279925
0.969,-0.006279731
0.97,-0.006280562
0.971,-0.006281089
0.972,-0.006281116
0.973,-0.006281504
0.974,-0.006282003
0.975,-0.006282363
0.976,-0.006282363
0.977,-0.006282557
0.978,-0.006282834
0.979,-0.006283305
0.98,-0.006283499
0.981,-0.006283748
0.982,-0.006283887
0.983,-0.006284441
0.984,-0.006284441
0.985,-0.006284995
0.986,-0.006285189
0.987,-0.006285576
0.988,-0.00628566
0.989,-0.006285743
0.99,-0.00628602
0.991,-0.006286186
0.992,-0.006286324
0.993,-0.006286601
0.994,-0.006286629
0.995,-0.0062871
0.996,-0.006287045
0.997,-0.006287294
0.998,-0.006287294
0.999,-0.006287543
1,-0.006287987
1.001,-0.006181609
1.002,-0.005508551
1.003,-0.004565893
1.004,-0.003236509
1.005,-0.001822937
1.006,-0.000817921
1.007,-0.000317476
1.008,-0.000114944
1.009,-3.96765E-05
1.01,-1.26113E-05
1.011,-2.8323E-06
1.012,4.64293E-07
1.013,1.37847E-06
1.014,1.62779E-06
1.015,1.82171E-06
1.016,1.79401E-06
1.017,1.82171E-06
1.018,1.79401E-06
1.019,1.7386E-06
1.02,1.87712E-06
1.021,1.96022E-06
1.022,2.01563E-06
1.023,2.09874E-06
1.024,2.07103E-06
1.025,2.12644E-06
1.026,2.29265E-06
1.027,2.26495E-06
1.028,2.18184E-06
1.029,2.29265E-06
1.03,2.23725E-06
1.031,2.23725E-06
1.032,2.18184E-06
1.033,2.12644E-06
1.034,2.18184E-06
1.035,2.26495E-06
1.036,2.12644E-06
1.037,2.26495E-06
1.038,2.20955E-06
1.039,2.29265E-06
1.04,2.40346E-06
1.041,2.51427E-06
1.042,2.48657E-06
1.043,2.51427E-06
1.044,2.37576E-06
1.045,2.37576E-06
1.046,2.45887E-06
1.047,2.32036E-06
1.048,2.26495E-06
1.049,2.32036E-06
1.05,2.32036E-06
1.051,2.26495E-06
1.052,2.51427E-06
1.053,2.26495E-06
1.054,2.37576E-06
1.055,2.43116E-06
1.056,2.34806E-06
1.057,2.45887E-06
1.058,2.45887E-06
1.059,2.65278E-06
1.06,2.59738E-06
1.061,2.45887E-06
1.062,2.51427E-06
1.063,2.48657E-06
1.064,2.45887E-06
1.065,2.43116E-06
1.066,2.29265E-06
1.067,2.48657E-06
1.068,2.37576E-06
1.069,2.29265E-06
1.07,2.48657E-06
1.071,2.40346E-06
1.072,2.48657E-06
1.073,2.62508E-06
1.074,2.54197E-06
1.075,2.56968E-06
1.076,2.65278E-06
1.077,2.54197E-06
1.078,2.48657E-06
1.079,2.59738E-06
1.08,2.59738E-06
1.081,2.48657E-06
1.082,2.45887E-06
1.083,2.40346E-06
1.084,2.45887E-06
1.085,2.48657E-06
1.086,2.48657E-06
1.087,2.43116E-06
1.088,2.54197E-06
1.089,2.65278E-06
1.09,2.59738E-06
1.091,2.65278E-06
1.092,2.59738E-06
1.093,2.56968E-06
1.094,2.43116E-06
1.095,2.68049E-06
1.096,2.43116E-06
1.097,2.59738E-06
1.098,2.40346E-06
1.099,2.34806E-06
1.1,2.51427E-06
1.101,-0.000166997
1.102,-0.001114808
1.103,-0.001969788
1.104,-0.002659772
1.105,-0.003197033
1.106,-0.003631407
1.107,-0.004008298
1.108,-0.004348595
1.109,-0.004656147
1.11,-0.004927797
1.111,-0.005160359
1.112,-0.005354775
1.113,-0.005515061
1.114,-0.005644875
1.115,-0.005750116
1.116,-0.005835107
1.117,-0.005904031
1.118,-0.005960322
1.119,-0.00600653
1.12,-0.006044648
1.121,-0.006076229
1.122,-0.006102657
1.123,-0.006124792
1.124,-0.006143518
1.125,-0.006159364
1.126,-0.006173105
1.127,-0.006184906
1.128,-0.006195045
1.129,-0.00620366
1.13,-0.006211417
1.131,-0.006218232
1.132,-0.006224105
1.133,-0.006229451
1.134,-0.006233995
1.135,-0.006238178
1.136,-0.00624164
1.137,-0.006244854
1.138,-0.006247513
1.139,-0.006250505
1.14,-0.006252389
1.141,-0.006254771
1.142,-0.006256544
1.143,-0.00625876
1.144,-0.00626009
1.145,-0.006261919
1.146,-0.006263387
1.147,-0.006264412
1.148,-0.006265908
1.149,-0.006266905
1.15,-0.006267542
1.151,-0.006268844
1.152,-0.006269841
1.153,-0.006270617
1.154,-0.006271448
1.155,-0.006272002
1.156,-0.006272695
1.157,-0.006273221
1.158,-0.006273914
1.159,-0.006274551
1.16,-0.006275022
1.161,-0.006275714
1.162,-0.006276462
1.163,-0.006276795
1.164,-0.006277266
1.165,-0.006277626
1.166,-0.006278208
1.167,-0.006278762
1.168,-0.006278872
1.169,-0.006279426
1.17,-0.006279787
1.171,-0.006279648
1.172,-0.006280451
1.173,-0.006280562
1.174,-0.006281006
1.175,-0.006281338
1.176,-0.006281504
1.177,-0.006281698
1.178,-0.006282363
1.179,-0.006282557
1.18,-0.006282751
1.181,-0.006283166
1.182,-0.006283305
1.183,-0.006283776
1.184,-0.006283748
1.185,-0.006284053
1.186,-0.006284108
1.187,-0.006284385
1.188,-0.006284468
1.189,-0.006284856
1.19,-0.006284635
1.191,-0.006285493
1.192,-0.006285383
1.193,-0.006285549
1.194,-0.006286103
1.195,-0.006286297
1.196,-0.006286407
1.197,-0.006286324
1.198,-0.006286962
1.199,-0.006286795
1.2,-0.006286962
1.201,-0.006180972
1.202,-0.005501986
1.203,-0.004538551
1.204,-0.003172849
1.205,-0.001742794
1.206,-0.000760383
1.207,-0.000287696
1.208,-0.000101813
1.209,-3.433E-05
1.21,-1.0589E-05
1.211,-1.97352E-06
1.212,4.08888E-07
1.213,1.26766E-06
1.214,1.40618E-06
1.215,1.60009E-06
1.216,1.7109E-06
1.217,1.7386E-06
